施設種別,都道府県,市区町村,施設名,住所,郵便番号,設置者法人名,運営委託先法人名,設置区分,設置パターン,定員合計,在籍児童合計,充足率,開所時間,開所曜日,施設HP,出典
幼稚園,山梨県,甲府市,山梨幼稚園,山梨県甲府市塩部４－５－９,400-0026,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,川口学園博愛幼稚園,山梨県甲府市住吉１－６－２２,400-0851,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,慶明幼稚園,山梨県甲府市朝日３－８－３８,400-0025,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,琢美幼稚園,山梨県甲府市城東２－１６－１８,400-0861,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,相生南幼稚園,山梨県甲府市国母２－４－２９,400-0043,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,相生幼稚園,山梨県甲府市相生２－１９－１,400-0858,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,穴切幼稚園,山梨県甲府市宝２－１８－３,400-0034,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,聖心幼稚園,山梨県甲府市飯田５－５－１１,400-0035,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,認定こども園朝日幼稚園,山梨県甲府市塩部１丁目１－６,400-0026,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,認定こども園永照寺幼稚園,山梨県甲府市高畑１丁目２１－２,400-0042,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,認定こども園聖愛幼稚園,山梨県甲府市羽黒町６１８,400-0071,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,貢川幼稚園,山梨県甲府市徳行１－１４ー２５,400-0047,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲府市,貢川進徳幼稚園,山梨県甲府市貢川１－７－２２,400-0065,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,山梨県,甲斐市,なかよし保育園,山梨県甲斐市西八幡字梅ノ木６５９番３,,株式会社アダストサービス,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,9,75%,07:30～20:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,山梨県,甲斐市,にじいろｋｉｄｓにしやはた,山梨県甲斐市西八幡１６３８-１,,株式会社ジャスト,,,2.「住宅地型」駅等近接以外の住宅地に設置,36,36,100%,07:00～20:00（延長07:00～21:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,山梨県,甲斐市,アソビスイッチ篠原保育園,山梨県甲斐市篠原858-1,,株式会社アソビスイッチ,おむすび株式会社,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～21:00,月 火 水 木 金 土 日,https://asobiswitch0512.wixsite.com/asobisite,児童育成協会_2026年1月施設一覧
企業主導型保育園,山梨県,甲斐市,アソビスイッチ長塚保育園,山梨県甲斐市長塚132-3,,株式会社アソビスイッチ,おむすび株式会社,,2.「住宅地型」駅等近接以外の住宅地に設置,19,18,94.74%,08:00～21:00,月 火 水 木 金 土 日,https://asobiswitch0512.wixsite.com/asobisite,児童育成協会_2026年1月施設一覧
企業主導型保育園,山梨県,甲斐市,武田広告社グループ 企業内保育施設 たけのこ,山梨県甲斐市島上条537番2,,株式会社武田広告社,,,2.「住宅地型」駅等近接以外の住宅地に設置,20,13,65%,07:30～18:30（延長07:00～20:00）,月 火 水 木 金,https://tkd-ad.co.jp/takenoko/,児童育成協会_2026年1月施設一覧
企業主導型保育園,山梨県,甲斐市,（有）サンテン かいkids竜王駅前,山梨県甲斐市竜王新町452-1,,有限会社サンテン,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,11,91.67%,07:30～18:30（延長07:30～20:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,山梨県,甲斐市,認定こども園かおり幼稚園,山梨県甲斐市篠原１０８７,400-0115,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲斐市,双葉甲府幼稚園,山梨県甲斐市竜地３１８８,400-0104,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲斐市,富士幼稚園,山梨県甲斐市島上条２２２８,400-0123,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,甲斐市,竜王幼稚園,山梨県甲斐市富竹新田２０５５,400-0113,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,山梨県,笛吹市,アソビスイッチ石和保育園,山梨県笛吹市石和町四日市場1814-1,,株式会社アソビスイッチ,おむすび株式会社,,2.「住宅地型」駅等近接以外の住宅地に設置,12,10,83.33%,08:00～21:00,月 火 水 木 金 土 日,https://asobiswitch0512.wixsite.com/asobisite,児童育成協会_2026年1月施設一覧
企業主導型保育園,山梨県,笛吹市,ＯＬｉｖｅ保育園 窪中島園,山梨県笛吹市石和町窪中島134-1,,特定非営利活動法人Ｈｏｐｅ笛吹,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,30,29,96.67%,07:30～20:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,山梨県,笛吹市,石和誠心幼稚園,山梨県笛吹市石和町河内５０５,406-0043,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,西八代郡市,市川南幼稚園,山梨県西八代郡市川三郷町市川大門５６１,409-3601,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,西八代郡市,認定こども園市川幼稚園,山梨県西八代郡市川三郷町市川大門１７８２,409-3601,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,都留市,幼稚園型認定こども園青藍幼稚園,山梨県都留市上谷３－６－３０,402-0053,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,都留市,認定こども園ひまわり幼稚園,山梨県都留市つる二丁目３番２３号,402-0056,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,山梨県,韮崎市,てくてく保育園 韮崎,山梨県韮崎市本町2丁目9-36 中山テナント,,株式会社テクノ・ラボ,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,10,83.33%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,山梨県,韮崎市,韮崎カトリック白百合幼稚園,山梨県韮崎市若宮３－１０－１,407-0015,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,山梨県,韮崎市,韮崎愛生幼稚園,山梨県韮崎市本町１－１４－１５,407-0024,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,下呂市,萩原北醫院 くろすけ,岐阜県下呂市萩原町羽根41,,萩原北醫院,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,11,11,100%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,中津川市,おひさま保育園,岐阜県中津川市茄子川2077番266,,合同会社おひさま,,,2.「住宅地型」駅等近接以外の住宅地に設置,15,14,93.33%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,岐阜県,中津川市,南さくら幼稚園,岐阜県中津川市中津川２３５８番地の１,508-0001,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,岐阜県,中津川市,幼保連携型認定こども園誠和幼稚園,岐阜県中津川市手賀野１７５番地,508-0015,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,中津川市,中津川市立中津川幼稚園,岐阜県中津川市昭和町６－４７,508-0044,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,中津川市,付知のぞみ幼稚園,岐阜県中津川市付知町１１０１０番地３,508-0351,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,中津川市,杉の子幼稚園,岐阜県中津川市駒場字後洞１１９５－７,508-0011,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,加茂郡坂祝町,加茂郡坂祝町立坂祝幼稚園,岐阜県加茂郡坂祝町黒岩２０－１,505-0071,,,公立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,可児市,かみのて保育園,岐阜県可児市今渡3-5,,株式会社ＡａｎｄＫ,,,2.「住宅地型」駅等近接以外の住宅地に設置,30,30,100%,07:00～20:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,可児市,にののこ保育園,岐阜県可児市二野2187-20,,株式会社 横井モールド,,,7.「その他」1～6以外で設置,40,40,100%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,可児市,ぴよぴよルーム,岐阜県可児市広見2419番地1,,ネクスト・イノベーション株式会社,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,11,91.67%,08:00～19:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,可児市,りんご保育園いまわたり,岐阜県可児市今渡1619-28 メゾンルペール1階南号室,,株式会社ＦｉｖｅＢｏｘｅｓ,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,可児市,クレッシェ Rio,岐阜県可児市塩1277-2 サンビレッジ１Ｆ,,株式会社 アイキ,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,07:00～20:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,可児市,スマイルネストバロー広見保育園,岐阜県可児市広見1957-2,,株式会社バローホールディングス,株式会社中部保育,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,30,24,80%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,可児市,ナーシェリ大森,岐阜県可児市下切2732-1,,株式会社 アイキ,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,07:00～18:00（延長07:00～20:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,可児市,フラワー保育園,岐阜県可児市下恵土字宮前5607番,,社会福祉法人藤の会,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,18,18,100%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,可児市,かたびら幼稚園,岐阜県可児市鳩吹台４－６１,509-0264,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児市,かたびら第二幼稚園,岐阜県可児市東帷子２２６３－２,509-0256,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児市,かわい幼稚園,岐阜県可児市川合８６１－１,509-0201,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児市,ひめ幼稚園,岐阜県可児市下切１５３２,509-0245,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児市,トキワ幼稚園,岐阜県可児市緑ヶ丘２－１８８－１,509-0231,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児市,今渡幼稚園,岐阜県可児市今渡１５１１－５,509-0207,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児市,可児市立瀬田幼稚園,岐阜県可児市瀬田９８１,509-0213,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児市,大栄幼稚園,岐阜県可児市土田１１６５,509-0206,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児市,桜ケ丘幼稚園,岐阜県可児市桜ケ丘３－１２４,509-0235,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,可児郡御嵩町,みたけ幼稚園,岐阜県可児郡御嵩町中字西田９０３－９,505-0121,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,各務原市,うぃんぐきっず,岐阜県各務原市川島河田町1019-7,,株式会社Ｐro,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,12,100%,07:30～18:30（延長07:00～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,各務原市,ひまわり保育園,岐阜県各務原市鵜沼山崎町３丁目１番地,,社会福祉法人成光会,,,7.「その他」1～6以外で設置,12,8,66.67%,08:00～18:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,各務原市,みらいず保育園,岐阜県各務原市蘇原新栄町一丁目2番地 ハイツサジタリウス1階,,株式会社伸光,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00,月 火 水 木 金 土,https://www.mtec-hp.com/miraizu/,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,各務原市,みらいず保育園 うぬま,岐阜県各務原市鵜沼東町六丁目32番地 シェラトン中保1階1A号室,,株式会社伸光,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00,月 火 水 木 金 土,https://www.mtec-hp.com/miraizu/,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,各務原市,サンバレーかかみ野事業所内保育所 それいゆ,岐阜県各務原市須衛町３丁目１３６番地,,特定医療法人フェニックス,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,15,15,100%,08:15～17:45（延長07:15～18:45）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,各務原市,スマイルキッズ保育園,岐阜県各務原市那加雄飛ケ丘町18-45,,株式会社笑顔いちばん,株式会社アイグラン,,2.「住宅地型」駅等近接以外の住宅地に設置,12,8,66.67%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,各務原市,菜の花保育園,岐阜県各務原市鵜沼東町6-10-1,,社会福祉法人成光会,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,10,9,90%,08:00～18:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,各務原市,うぬま第一幼稚園,岐阜県各務原市鵜沼東町８丁目６４,509-0126,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,うぬま第二幼稚園,岐阜県各務原市鵜沼羽場町１－６８,509-0135,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,さくら幼稚園,岐阜県各務原市那加北洞町２丁目１７番１,504-0011,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,合歓の木南幼稚園,岐阜県各務原市鵜沼三ッ池町５丁目２０８番地,509-0146,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,合歓の木幼稚園,岐阜県各務原市鵜沼羽場町１丁目１４３番地,509-0135,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,子苑第一幼稚園,岐阜県各務原市蘇原花園町４丁目２８番地,504-0832,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,子苑第二幼稚園,岐阜県各務原市鵜沼三ッ池町１丁目４８番地,509-0146,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,認定こども園だいち各務原幼稚園,岐阜県各務原市各務西町５丁目１８９番地,509-0106,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,認定こども園ひよし幼稚園,岐阜県各務原市那加新田町１丁目８０－１,504-0045,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,認定こども園みどり幼稚園,岐阜県各務原市三井山町１丁目７０番地１,504-0915,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,各務原市,那加幼稚園,岐阜県各務原市那加門前町４－８,504-0911,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,土岐市,土岐市立土岐津小学校附属幼稚園,岐阜県土岐市土岐津町土岐口２００５の１,509-5122,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,土岐市,土岐市立泉小学校附属幼稚園,岐阜県土岐市泉中窯町１－５,509-5104,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,土岐市,土岐市立泉西小学校附属幼稚園,岐阜県土岐市泉町久尻１４１３番地の２,509-5142,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,土岐市,土岐市立駄知小学校附属幼稚園,岐阜県土岐市駄知町１８５８番地の１,509-5401,,,公立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,多治見市,かえで保育所,岐阜県多治見市平井町４−７３,,社会福祉法人みらい,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,7,58.33%,08:00～19:00,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,多治見市,キッズルーム星,岐阜県多治見市根本町2丁目18番地,,有限会社インテックス・ケイ,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,3,25%,07:30～18:30,月 火 水 木 金 土,https://intex-k.com/kidsroom/index.html,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,多治見市,岐阜県立多治見病院保育施設 キラキラきっず,岐阜県多治見市池田町２丁目１０−１,,地方独立行政法人岐阜県立多治見病院,株式会社はな保育,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,60,56,93.33%,07:30～18:30（延長07:30～22:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,多治見市,多治見ひまわり幼稚園,岐阜県多治見市市之倉町１３丁目８３－３５６,507-0814,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,多治見市,多治見大和幼稚園,岐阜県多治見市滝呂町１４―１８６―１,507-0813,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,多治見市,多治見市立明和幼稚園,岐阜県多治見市明和町４－５－２５７,507-0072,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,多治見市,多治見市立昭和小学校附属幼稚園,岐阜県多治見市平和町４丁目１８０番地,507-0827,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,多治見市,多治見市立笠原小学校附属幼稚園,岐阜県多治見市笠原町３３８７－９,507-0901,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,多治見市,多治見市立精華小学校附属愛児幼稚園,岐阜県多治見市白山町３－１,507-0038,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,多治見市,多治見市立養正小学校附属幼稚園,岐阜県多治見市平野町２－７９,507-0823,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,多治見市,菫幼稚園,岐阜県多治見市新富町２－１２,507-0805,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,多治見市,菫根本幼稚園,岐阜県多治見市北丘町１－６９,507-0064,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,大垣市,L・E保育園 やすい,岐阜県大垣市安井町6丁目25番地1,,有限会社ライフ・エスコート,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,11,91.67%,08:00～19:00（延長06:00～21:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,大垣市,おおぞら保育園 大垣緑園,岐阜県大垣市緑園92番地2 緑園第三サンコーポ 1階東,,株式会社アペックス,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,https://apex-ibi.co.jp/hoiku,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,大垣市,キートスガーデン保育園,岐阜県大垣市外渕2丁目92番地,,学校法人平野学園,,,7.「その他」1～6以外で設置,22,18,81.82%,07:30～18:00,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,大垣市,タッチテラス保育所,岐阜県大垣市宮町1-1 スイトテラス南棟201-3,,株式会社ココテラス,株式会社リリフル,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,11,91.67%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,大垣市,ドリームタッチ保育所,岐阜県大垣市船町5-18 リバーファイブ 1F,,株式会社リリフル,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,18,17,94.44%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,大垣市,ルンルン,岐阜県大垣市南若森町字道先246番地の2,,医療法人社団緑会,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,6,6,100%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,大垣市,乳幼児保育所 つなぐ園,岐阜県大垣市上面4丁目６ フジサンパーク1階,,株式会社BIGDADDY不動産,,,2.「住宅地型」駅等近接以外の住宅地に設置,15,15,100%,07:30～20:30,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,大垣市,託児所ラパン,岐阜県大垣市東町4丁目45番地1,,社会福祉法人 墨友会,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,6,6,100%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,大垣市,Ｌ･Ｅ保育園にしおおがき,岐阜県大垣市若森町２丁目２４番地 ピアジェ若森１F,,有限会社ライフ・エスコート,,,2.「住宅地型」駅等近接以外の住宅地に設置,19,17,89.47%,07:00～20:00（延長05:00～22:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,大垣市,まこと幼稚園,岐阜県大垣市三塚町３５０番地,503-0808,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,大垣市,キートスガーデン幼稚園,岐阜県大垣市外渕２－９２,503-0934,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,大垣市,大垣市立安井幼稚園,岐阜県大垣市禾森１丁目４６番地１,503-0851,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,大垣市,大垣市立川並幼稚園,岐阜県大垣市馬の瀬町１５２４番地,503-0842,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,大垣市,大垣幼稚園,岐阜県大垣市伝馬町１１番地,503-0897,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,山県市,はなぞの北幼稚園,岐阜県山県市高富２８１３－４６,501-2105,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,岐阜市,あさひキッズインターナショナル,岐阜県岐阜市柳津町本郷5丁目57番地,,有限会社和良工業,,,2.「住宅地型」駅等近接以外の住宅地に設置,19,14,73.68%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,あねーろ きっず,岐阜県岐阜市則武東三丁目１番１,,株式会社イーストハム,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,6,4,66.67%,09:00～20:00,火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,おひさまのゆりかご,岐阜県岐阜市茜部寺屋敷2丁目41-2番,,株式会社ハートコンサルタント,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,14,13,92.86%,08:00～19:00（延長07:30～19:30）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,おひさまのゆりかご２号館,岐阜県岐阜市茜部寺屋敷2丁目44番地,,株式会社ハートコンサルタント,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,12,8,66.67%,08:00～19:00（延長07:30～19:30）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,ねんど,岐阜県岐阜市八代1丁目3番3号,,株式会社平成調剤薬局,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,18,16,88.89%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,ほつま保育園,岐阜県岐阜市茜部菱野2‐15 理研メディカル1F,,株式会社ホツマインターナショナル,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,07:00～20:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,ほほえみキッズ園ぎふ,岐阜県岐阜市西鶉1丁目25番地 ハッピーナチュラルママーズタウン,,特定非営利活動法人Ｆｏｒｓｍｉｌｅ,,,7.「その他」1～6以外で設置,10,10,100%,07:00～20:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,ほほえみキッズ園ぎふ小鳥,岐阜県岐阜市西鶉1丁目25番地 ハッピーナチュラルママーズタウン,,株式会社 羽島企画,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,12,100%,07:00～20:00（延長07:00～22:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,みらいず保育園 ぎふ,岐阜県岐阜市芋島三丁目5番地21 おおのビル,,株式会社伸光,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,12,100%,08:00～19:00,月 火 水 木 金 土,https://www.mtec-hp.com/miraizu/,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,やなぎもり花の木保育園,岐阜県岐阜市柳森町２丁目１６番地１,,有限会社ファースト,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00（延長07:30～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,キッズタウンかしま,岐阜県岐阜市鹿島町8丁目7番地1 ビラ・シャトルギフ,,株式会社ｅ‐ｌｉｆｅ．,,,2.「住宅地型」駅等近接以外の住宅地に設置,15,14,93.33%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,キッズベア,岐阜県岐阜市正法寺町9番地 岐阜市正法寺貸施設1階,,株式会社笑顔グループ,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00（延長07:30～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,サン・キッズ,岐阜県岐阜市敷島町６丁目9-3-2 プリムローズビル,,株式会社サン・テンポラリー,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,19,17,89.47%,08:00～19:00（延長07:00～20:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,スマイリーらんど,岐阜県岐阜市北鶉3丁目16番地,,サンラリー株式会社,株式会社トットメイト,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,25,19,76%,08:00～19:00,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
