施設種別,都道府県,市区町村,施設名,住所,郵便番号,設置者法人名,運営委託先法人名,設置区分,設置パターン,定員合計,在籍児童合計,充足率,開所時間,開所曜日,施設HP,出典
企業主導型保育園,岐阜県,岐阜市,スマイルキッズ 岐阜西園,岐阜県岐阜市西荘4丁目7番31号,,株式会社松岡メディカル,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00,月 火 水 木 金 土,https://www.smilekids-nursery.com/,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,スマイルキッズ 田神園,岐阜県岐阜市田神6番地6,,株式会社松岡メディカル,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,12,100%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,スマイルキッズ 鏡島園,岐阜県岐阜市鏡島南4丁目4番地13号,,株式会社松岡メディカル,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,11,91.67%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,ドルフィン ＨＵＧ−ＫＵＭ 保育園,岐阜県岐阜市江添2丁目8-4 山田商業ビル2階北側,,ドルフィン株式会社,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,11,91.67%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,ニチイキッズ岐阜カラフルタウン保育園,岐阜県岐阜市柳津町丸野3-3-6 カラフルタウン岐阜1階,,株式会社ニチイ学館,,,4.「大型施設型」百貨店、ショッピングセンター内に設置し、テナントが共同で利 用,12,12,100%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,企業主導型保育所Cocotto,岐阜県岐阜市市橋2-5-13 サクセスⅡ,,株式会社 Net Crew,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,19,17,89.47%,08:00～19:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,保育園もりのくまさん,岐阜県岐阜市柳津町宮東三丁目20,,医療法人はぐくみ,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,10,83.33%,08:30～19:30（延長08:00～20:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,保育園キララ,岐阜県岐阜市徹明通8-1-3,,社会福祉法人ともいき福祉会,,,2.「住宅地型」駅等近接以外の住宅地に設置,30,30,100%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,和光会保育園バンビ,岐阜県岐阜市寺田7丁目97番地 山田病院別館2階,,医療法人和光会,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,12,12,100%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,岐阜市,梅田クリニック附属保育園,岐阜県岐阜市西島町2-5,,医療法人 梅田クリニック,,,2.「住宅地型」駅等近接以外の住宅地に設置,19,19,100%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,岐阜市,いづみ中央幼稚園,岐阜県岐阜市北鶉２－３４,500-8287,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,いづみ第二幼稚園,岐阜県岐阜市早田町３－２－３,502-0845,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,かぐや第三幼稚園,岐阜県岐阜市粟野西１丁目１０番地,502-0006,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,くるみ幼稚園,岐阜県岐阜市曽我屋４－２１,501-0101,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,こじか幼稚園,岐阜県岐阜市旦島４丁目１０番１７号,502-0926,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,こばと幼稚園,岐阜県岐阜市鹿島町４丁目１５番地,500-8323,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,こばと第３幼稚園,岐阜県岐阜市下奈良３丁目１５番地の５,500-8385,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,こばと西幼稚園,岐阜県岐阜市大菅北１２番２５号,501-0118,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,ながもり第二幼稚園,岐阜県岐阜市岩田坂４丁目７番１号,501-3155,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,ながら幼稚園,岐阜県岐阜市長良城西町１－１０,502-0042,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,はなぞの幼稚園,岐阜県岐阜市則武西２－２５－２７,502-0939,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,ひかり幼稚園,岐阜県岐阜市黒野４０４,501-1131,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,ほんごう幼稚園,岐阜県岐阜市本郷町３－４,500-8302,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,まどか南幼稚園,岐阜県岐阜市茜部寺屋敷２丁目１２７番地の１,500-8267,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,まどか幼稚園,岐阜県岐阜市茜部本郷３丁目１１６番地の２,500-8262,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,みのり幼稚園,岐阜県岐阜市本荘西４丁目３９番地,500-8361,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,むつみ幼稚園,岐阜県岐阜市西改田村前１０７番地,501-1166,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,ゆりかご幼稚園,岐阜県岐阜市椿洞１１０５－１,502-0801,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,中部学院大学中部学院大学短期大学部附属幼稚園,岐阜県岐阜市下土居２丁目２８番２８号,502-0858,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,円徳寺幼稚園,岐阜県岐阜市神田町６丁目２４番地,500-8833,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,天使幼稚園,岐阜県岐阜市青柳町３丁目２２番地,500-8881,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,岐阜市立加納幼稚園,岐阜県岐阜市加納東丸町２－９－１,500-8483,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,岐阜市立岐阜東幼稚園,岐阜県岐阜市水海道１丁目１６番１３号,500-8223,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,岐阜幼稚園,岐阜県岐阜市西野町３－１,500-8882,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,岐阜聖徳学園大学附属幼稚園,岐阜県岐阜市柳津町高桑西１－１,501-6122,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,明照幼稚園,岐阜県岐阜市矢島町２丁目４６番地,500-8082,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,東海第一幼稚園,岐阜県岐阜市芥見６丁目２７０番地－１,501-3134,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,東海第二幼稚園,岐阜県岐阜市日野北４丁目２番１３号,500-8207,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,芥見幼稚園,岐阜県岐阜市芥見南山３－１－２７,501-3133,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,芥見第二幼稚園,岐阜県岐阜市加野３－１－７,501-3107,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,若葉第一幼稚園,岐阜県岐阜市北一色１－２３－１３,500-8227,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,若葉第三幼稚園,岐阜県岐阜市宇佐南１－１１－１７,500-8367,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,若葉第二幼稚園,岐阜県岐阜市村里町１５,500-8439,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,認定こども園芽含幼稚園,岐阜県岐阜市鷹見町５番地,500-8821,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,諏訪幼稚園,岐阜県岐阜市岩崎２丁目１８番地１,502-0005,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,岐阜市,長森幼稚園,岐阜県岐阜市琴塚２丁目１６番７号,500-8222,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,恵那市,森のこども園,岐阜県恵那市大井町２６９５番地５９５,,株式会社デジタ,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,19,19,100%,08:30～18:30,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,恵那市,すずめっこ杉の子幼稚園,岐阜県恵那市大井町鏡山２０１８,509-7201,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,揖斐郡大野町,認定こども園大野クローバー幼稚園,岐阜県揖斐郡大野町桜大門３０番地,501-0515,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,岐阜県,揖斐郡揖斐川町,揖斐幼稚園,岐阜県揖斐郡揖斐川町三輪黒石２１１３ー２,501-0619,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,揖斐郡池田町,おおぞら保育園 揖斐池田,岐阜県揖斐郡池田町粕ケ原字日吉西1532番地2 ヤマコウハイツ 1階東,,株式会社アペックス,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,11,91.67%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,https://apex-ibi.co.jp/hoiku,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,揖斐郡池田町,ＯＲＡＬＩＳＳ ＫｉＤ’ｓ,岐阜県揖斐郡池田町沓井２５番地１,,医療法人ＯＲＡＬＩＳＳ,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,6,0,0%,07:00～16:00,火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,揖斐郡池田町,コスモ幼稚園,岐阜県揖斐郡池田町池野５１３,503-2424,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,本巣市,C-NOTE保育園,岐阜県本巣市宗慶438番地1,,株式会社C-NOTE,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00（延長07:00～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,本巣市,Ｍｉｒａｃｌｅｋｉｄｓモレラ岐阜,岐阜県本巣市三橋1100 モレラ岐阜,,ＨｙｂｒｉｄＭｏｍ岐阜合同会社,,,4.「大型施設型」百貨店、ショッピングセンター内に設置し、テナントが共同で利 用,30,23,76.67%,09:00～22:00（延長08:00～22:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,本巣市,いづみ北幼稚園,岐阜県本巣市文殊５７－２５３,501-1203,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,本巣郡北方町,和光会保育園バンビ北方,岐阜県本巣郡北方町曲路2丁目137,,社会福祉法人和光会,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,本巣郡北方町,鹿野クリニック企業主導型保育園プルート,岐阜県本巣郡北方町高屋白木2丁目73番地,,医療法人 鹿野クリニック,,,7.「その他」1～6以外で設置,12,9,75%,07:20～18:20（延長06:50～18:50）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,本巣郡北方町,北方幼稚園,岐阜県本巣郡北方町春来町３丁目３８番地,501-0435,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,瑞穂市,いーすとはむ きっず,岐阜県瑞穂市別府277番地2,,株式会社イーストハム,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,6,2,33.33%,09:00～20:00,火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,瑞穂市,すみれの里,岐阜県瑞穂市生津外宮東町1-8,,株式会社お茶の玉露園,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,11,91.67%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,瑞穂市,なないろ保育所,岐阜県瑞穂市十九条字屋敷736番1,,株式会社ＴＫ企画,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,12,100%,08:00～19:00（延長08:00～19:30）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,瑞穂市,みずほキッズ,岐阜県瑞穂市別府1683番地,,株式会社ＴＫ企画,,,2.「住宅地型」駅等近接以外の住宅地に設置,12,12,100%,08:00～19:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,岐阜県,瑞穂市,（みずほ野田）いな穂すくすく保育園,岐阜県瑞穂市野田新田3991番地,,小塚メタル株式会社,株式会社トットメイト,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,54,38,70.37%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,岐阜県,瑞穂市,瑞穂市立ほづみ幼稚園,岐阜県瑞穂市只越５００,501-0221,,,公立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,岐阜県,美濃加茂市,こどもみらい園 ぽぽらす,岐阜県美濃加茂市加茂野町市橋字稲葉５７８番地２,,社会福祉法人 清風会,,,2.「住宅地型」駅等近接以外の住宅地に設置,6,5,83.33%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
